KODE_KEL_BRG;URAIAN_KEL_BRG;ID_ SSH;KODE_ BARANG;URAIAN_BARANG;SPESIFIKASI;SATUAN;HARGA_SATUAN
1.1.12.01.04.0002;Obat-obatan Lainnya;7295661;1.1.12.01.04.0002.00035;Lidokain spray oral 10 % - Xylocaine spray;Lidokain spray oral 10 % - Xylocaine spray;Botol;187900
1.1.12.01.04.0002;Obat-obatan Lainnya;7295660;1.1.12.01.04.0002.00034;Klorfeniramin maleat tablet 4 mg;Klorfeniramin maleat tablet 4 mg;Tablet;100
1.1.12.01.04.0002;Obat-obatan Lainnya;7295659;1.1.12.01.04.0002.00033;Kloramfenikol tetes telinga 3 %;Kloramfenikol tetes telinga 3 %;Botol;9300
1.1.12.01.04.0002;Obat-obatan Lainnya;7295658;1.1.12.01.04.0002.00032;Kloramfenikol tetes mata;Kloramfenikol tetes mata;Tube;14000
1.1.12.01.04.0002;Obat-obatan Lainnya;7295657;1.1.12.01.04.0002.00031;Kloramfenikol suspensi 125 mg/5 mL;Kloramfenikol suspensi 125 mg/5 mL;Botol;5000
1.1.12.01.04.0002;Obat-obatan Lainnya;7295656;1.1.12.01.04.0002.00030;Betadine;Betadine;Botol;42400
1.1.12.01.04.0002;Obat-obatan Lainnya;7295655;1.1.12.01.04.0002.00029;Cresotin Liquid II Tehnodent;Cresotin Liquid II Tehnodent;Unit;413400
1.1.12.01.04.0002;Obat-obatan Lainnya;7295654;1.1.12.01.04.0002.00028;Demacolin sirup 60 mL;Demacolin sirup 60 mL;Botol;15900
1.1.12.01.04.0002;Obat-obatan Lainnya;7295653;1.1.12.01.04.0002.00027;Baymec (100ml);Anti ectoparasit (Ivermectin 10 mg/ml);Botol;618000
1.1.12.01.04.0002;Obat-obatan Lainnya;7295652;1.1.12.01.04.0002.00026;Terrexine (50 ml);Anti mastitis masa laktasi (cephalexin B.P 200 mg dan kamanycin sulphate B.P 100.000 I.U;Botol;89000
1.1.12.01.04.0002;Obat-obatan Lainnya;7295651;1.1.12.01.04.0002.00025;Etsa;Etsa;Buah;954000
1.1.12.01.04.0002;Obat-obatan Lainnya;7295650;1.1.12.01.04.0002.00024;TKF;TKF;Botol;190800
1.1.12.01.04.0002;Obat-obatan Lainnya;7295649;1.1.12.01.04.0002.00023;Fuji IX;Fuji IX;Buah;1633000
1.1.12.01.04.0002;Obat-obatan Lainnya;7295648;1.1.12.01.04.0002.00022;Endometason;Endometason;Box;992200
1.1.12.01.04.0002;Obat-obatan Lainnya;7295647;1.1.12.01.04.0002.00021;Cresophene;Cresophene;Box;992200
1.1.12.01.04.0002;Obat-obatan Lainnya;7295646;1.1.12.01.04.0002.00020;CHKM;CHKM;Botol;111300
1.1.12.01.04.0002;Obat-obatan Lainnya;7295645;1.1.12.01.04.0002.00019;Urine contRoll;Urine contRoll;Botol;931800
1.1.12.01.04.0002;Obat-obatan Lainnya;7295644;1.1.12.01.04.0002.00018;ABX Minoclair;ABX Minoclair;Botol;1510500
1.1.12.01.04.0002;Obat-obatan Lainnya;7295643;1.1.12.01.04.0002.00017;ABX Minilyse;ABX Minilyse;Botol;8983500
1.1.12.01.04.0002;Obat-obatan Lainnya;7295642;1.1.12.01.04.0002.00016;ABX Minidil;ABX Minidil;Botol;4213500
1.1.12.01.04.0002;Obat-obatan Lainnya;7295641;1.1.12.01.04.0002.00015;ABX Miniclean;ABX Miniclean;Botol;2981300
1.1.12.01.04.0002;Obat-obatan Lainnya;7295640;1.1.12.01.04.0002.00014;Alkohol swab BD;Alkohol swab BD;Box;29200
1.1.12.01.04.0002;Obat-obatan Lainnya;7295639;1.1.12.01.04.0002.00013;Minyak Kayu Putih 120 mL;Minyak Kayu Putih 120 mL;Botol;40300
1.1.12.01.04.0002;Obat-obatan Lainnya;7295638;1.1.12.01.04.0002.00012;InfuSet anak;InfuSet anak;Set;23400
1.1.12.01.04.0002;Obat-obatan Lainnya;7295637;1.1.12.01.04.0002.00011;Aqua gel Lubricating Jelly 82 g;Aqua gel Lubricating Jelly 82 g;Tube;90100
1.1.12.01.04.0002;Obat-obatan Lainnya;7295636;1.1.12.01.04.0002.00010;Minyak Kayu Putih;Minyak Kayu Putih , 120 mL;Botol;40300
1.1.12.01.04.0002;Obat-obatan Lainnya;7295635;1.1.12.01.04.0002.00009;Povidon Iodine 10% 30 ml;Povidon Iodine 10% 30 ml;Botol;4800
1.1.12.01.04.0002;Obat-obatan Lainnya;7295634;1.1.12.01.04.0002.00008;Eugenol;Eugenol ,;Botol;90100
1.1.12.01.04.0002;Obat-obatan Lainnya;7295633;1.1.12.01.04.0002.00007;Etil klorida semprot;Etil klorida semprot , 100 mL;Botol;265000
1.1.12.01.04.0002;Obat-obatan Lainnya;7295632;1.1.12.01.04.0002.00006;Betadine 10 ml;Betadine 10 ml;Botol;12200
1.1.12.01.04.0002;Obat-obatan Lainnya;7295631;1.1.12.01.04.0002.00005;Minyak Tawon 90 ml;Minyak Tawon 90 ml;Botol;54400
1.1.12.01.04.0002;Obat-obatan Lainnya;7294552;1.1.12.01.04.0002.00004;Alkohol swab;Alkohol swab;Box;18100
1.1.12.01.04.0002;Obat-obatan Lainnya;7294551;1.1.12.01.04.0002.00003;Alkohol swab;Alkohol swab;Box;12600
1.1.12.01.04.0002;Obat-obatan Lainnya;7303735;1.1.12.01.04.0002.00143;Test Pack HCG CasSette;Test Pack HCG CasSette;Box;868200
1.1.12.01.04.0002;Obat-obatan Lainnya;7303958;1.1.12.01.04.0002.00144;Salmonella Thypi O;Salmonella Thypi O;Vial;2439100
1.1.12.01.04.0002;Obat-obatan Lainnya;7303959;1.1.12.01.04.0002.00145;Salmonella Thypi H;Salmonella Thypi H;Vial;2407300
1.1.12.01.04.0002;Obat-obatan Lainnya;7303960;1.1.12.01.04.0002.00146;Calibrator, Abbott Cell Dyn 22 Plus Calibrator;Calibrator, Abbott Cell Dyn 22 Plus Calibrator;Botol;2530000
1.1.12.01.04.0002;Obat-obatan Lainnya;7303961;1.1.12.01.04.0002.00147;Diluent, Abbott Cell Dyn Emerald 22 Diluent;Diluent, Abbott Cell Dyn Emerald 22 Diluent;Botol;3900000
1.1.12.01.04.0002;Obat-obatan Lainnya;7303962;1.1.12.01.04.0002.00148;Lyse, Abbott Cell Dyn Emerald 22 Lyse;Lyse, Abbott Cell Dyn Emerald 22 Lyse;Botol;4935000
1.1.12.01.04.0002;Obat-obatan Lainnya;7303963;1.1.12.01.04.0002.00149;ContRoll, Abbott Cell Dyn 22 Plus ContRoll;ContRoll, Abbott Cell Dyn 22 Plus ContRoll;Botol;6194000
1.1.12.01.04.0002;Obat-obatan Lainnya;7303964;1.1.12.01.04.0002.00150;Trigliserida GPO PAP With ATCS;Trigliserida GPO PAP With ATCS;Kit;7075000
1.1.12.01.04.0002;Obat-obatan Lainnya;7303965;1.1.12.01.04.0002.00151;Salmonela Para Thypi OA;Salmonela Para Thypi OA;Vial;2407300
1.1.12.01.04.0002;Obat-obatan Lainnya;7303966;1.1.12.01.04.0002.00152;Salmonela Para Thypi OB;Salmonela Para Thypi OB;Vial;2407000
1.1.12.01.04.0002;Obat-obatan Lainnya;7303967;1.1.12.01.04.0002.00153;Emerald contRoll;Emerald contRoll;Botol;6812784
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7479302;1.1.12.01.05.0001.00008;Meteran pengukur lila;Meteran pengukur lila;Buah;110000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7479301;1.1.12.01.05.0001.00007;Timbangan digital ibu dan anak;Timbangan digital ibu dan anak;Buah;1150000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7479300;1.1.12.01.05.0001.00006;Timbangan bayi digital;Timbangan bayi digital;Buah;3700000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7479299;1.1.12.01.05.0001.00005;Pengukur tinggi badan;Pengukur tinggi badan;Buah;1270000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7479297;1.1.12.01.05.0001.00004;Susu ibu hamil (400 gram);Susu ibu hamil (400 gram);Kotak;90000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7479296;1.1.12.01.05.0001.00003;Susu ibu menyusui (400 gram);Susu ibu menyusui (400 gram);Kotak;90000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7560522;1.1.12.01.05.0001.00015;Sembako yang diserahkan Kepada Masyarakat Kegiatan HOLAQOH pada Kecamatan Batu;Sembako yang diserahkan Kepada Masyarakat Kegiatan HOLAQOH pada Kecamatan Batu;Dus;300000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7552987;1.1.12.01.05.0001.00012;Hadiah - Lemari ES 1 Pintu;Hadiah - Lemari ES 1 Pintu;Unit;3698000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7552988;1.1.12.01.05.0001.00013;Hadiah - LED TV 32 Inch;Hadiah - LED TV 32 Inch;Unit;3335000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7552985;1.1.12.01.05.0001.00010;Hadiah - Sepeda Motor;Hadiah - Sepeda Motor;Unit;20600000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7552989;1.1.12.01.05.0001.00014;Hadiah - Smart Phone;Hadiah - Smart Phone;Unit;2499000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7479303;1.1.12.01.05.0001.00009;Tas;Tas;Buah;250000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7479295;1.1.12.01.05.0001.00002;Susu balita (400 gram);Susu balita (400 gram);Kaleng;160000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7479294;1.1.12.01.05.0001.00001;Susu bayi (400 gram);Susu bayi (400 gram);Kaleng;225000
1.1.12.01.05.0001;Persediaan untuk Dijual/Diserahkan Kepada Masyarakat;7552986;1.1.12.01.05.0001.00011;Hadiah - Sepeda Lipat;Hadiah - Sepeda Lipat;Unit;4000000
1.1.12.01.07.0001;Natura;7295945;1.1.12.01.07.0001.00030;Telur;Telur;Kg;28000
1.1.12.01.07.0001;Natura;7557919;1.1.12.01.07.0001.00110;Kue Pai;Kue Pai;Pack;20000
1.1.12.01.07.0001;Natura;7295978;1.1.12.01.07.0001.00063;Kue Kering;Kue Kering;Per Bungkus;12800
1.1.12.01.07.0001;Natura;7295976;1.1.12.01.07.0001.00061;Makan Minuman Pasien Rawat Inap;Makan Minuman Pasien Rawat Inap;Kali;30000
1.1.12.01.07.0001;Natura;7296010;1.1.12.01.07.0001.00095;Air Mineral Botol Sedang;Air Mineral Botol Sedang;Dos;45000
1.1.12.01.07.0001;Natura;7296009;1.1.12.01.07.0001.00094;Air Mineral Botol Mini;Air Mineral Botol Mini;Dos;35000
1.1.12.01.07.0001;Natura;7295946;1.1.12.01.07.0001.00031;Susu Murni;Susu Murni;Per Bungkus;14000
1.1.12.01.07.0001;Natura;7295932;1.1.12.01.07.0001.00017;Minuman Sari Apel;Minuman Sari Apel;Dos;31800
1.1.12.01.07.0001;Natura;7295931;1.1.12.01.07.0001.00016;Keripik Nangka;Keripik Nangka;Pack;31800
1.1.12.01.07.0001;Natura;7295930;1.1.12.01.07.0001.00015;Keripik Kentang;Keripik Kentang;Pack;19100
1.1.12.01.07.0001;Natura;7295975;1.1.12.01.07.0001.00060;Santan Cair 200 ml;Santan Cair 200 ml;Kotak;12000
1.1.12.01.07.0001;Natura;7295947;1.1.12.01.07.0001.00032;Susu Kental Manis;Susu Kental Manis;Kaleng;20300
1.1.12.01.07.0001;Natura;7295948;1.1.12.01.07.0001.00033;Paket Buah-Buahan;Paket Buah-Buahan;Paket;94800
1.1.12.01.07.0001;Natura;7295974;1.1.12.01.07.0001.00059;Susu balita (400 gram);Susu balita (400 gram);Kotak;70000
1.1.12.01.07.0001;Natura;7295929;1.1.12.01.07.0001.00014;Keripik Apel;Keripik Apel;Pack;38200
1.1.12.01.07.0001;Natura;7295928;1.1.12.01.07.0001.00013;Gula Sachet;Gula Sachet;pak;38200
1.1.12.01.07.0001;Natura;7295927;1.1.12.01.07.0001.00012;Sayuran Wortel;Sayuran Wortel;Kg;19100
1.1.12.01.07.0001;Natura;7295926;1.1.12.01.07.0001.00011;Sayuran Sawi;Sayuran Sawi;Kg;12800
1.1.12.01.07.0001;Natura;7295925;1.1.12.01.07.0001.00010;Beras;Beras;Kg;14700
1.1.12.01.07.0001;Natura;7295924;1.1.12.01.07.0001.00009;Gula Pasir;Gula Pasir;Kg;17000
1.1.12.01.07.0001;Natura;7295923;1.1.12.01.07.0001.00008;Kue Kering Toples/Cake;Kue Kering Toples Mika 1/4 Kg;Buah;95400
1.1.12.01.07.0001;Natura;7295949;1.1.12.01.07.0001.00034;Susu Vanilla/Coklat 400 gr;Susu Vanilla/Coklat 400 gr;Box;158000
1.1.12.01.07.0001;Natura;7295922;1.1.12.01.07.0001.00007;Tempe;Tempe;Kotak;2600
1.1.12.01.07.0001;Natura;7296008;1.1.12.01.07.0001.00093;Minuman/penggati cairan tubuh/Hydro Coco Original 330ml;Minuman/penggati cairan tubuh/Hydro Coco Original 330ml;Botol;9000
1.1.12.01.07.0001;Natura;7295921;1.1.12.01.07.0001.00006;Kue Kering;Kue Kering;Kg;89100
1.1.12.01.07.0001;Natura;7295950;1.1.12.01.07.0001.00035;Susu Sachet;Susu Sachet;Buah;10000
1.1.12.01.07.0001;Natura;7296007;1.1.12.01.07.0001.00092;Minuman Kemasan Botol;Minuman Kemasan Botol;Botol;9600
1.1.12.01.07.0001;Natura;7295951;1.1.12.01.07.0001.00036;Kue Kering;Kue Kering;Per Bungkus;39300
1.1.12.01.07.0001;Natura;7295952;1.1.12.01.07.0001.00037;Kue Basah;Kue Basah;Biji;3500
1.1.12.01.07.0001;Natura;7296006;1.1.12.01.07.0001.00091;Aneka Minuman Kemasan Dalam Sachet;Aneka Minuman Kemasan Dalam Sachet;Sachet;4250
1.1.12.01.07.0001;Natura;7295979;1.1.12.01.07.0001.00064;Snack Curah;Snack Curah;Kg;60000
1.1.12.01.07.0001;Natura;7295953;1.1.12.01.07.0001.00038;Tumpeng ukuran kecil - Tumpeng nasi ukuran kecil untuk 20 orang;Tumpeng ukuran kecil - Tumpeng nasi ukuran kecil untuk 20 orang;Buah;848000
1.1.12.01.07.0001;Natura;7295980;1.1.12.01.07.0001.00065;Paket Percontohan CFC;Paket Percontohan CFC;Paket;300000
1.1.12.01.07.0001;Natura;7295981;1.1.12.01.07.0001.00066;Keripik Kentang;kemasan 500 gr;Per Bungkus;50000
1.1.12.01.07.0001;Natura;7295954;1.1.12.01.07.0001.00039;Tumpeng ukuran sedang - Tumpeng nasi ukuran sedang untuk 20 - 40 orang;Tumpeng ukuran sedang - Tumpeng nasi ukuran sedang untuk 20 - 40 orang;Buah;1325000
1.1.12.01.07.0001;Natura;7295990;1.1.12.01.07.0001.00075;Keripik Apel;Keripik Apel;Gram;15680
1.1.12.01.07.0001;Natura;7295955;1.1.12.01.07.0001.00040;Tumpeng ukuran besar - Tumpeng nasi ukuran besar untuk 40 - 60 orang;Tumpeng ukuran besar - Tumpeng nasi ukuran besar untuk 40 - 60 orang;Buah;1855000
1.1.12.01.07.0001;Natura;7295943;1.1.12.01.07.0001.00028;Apel;Apel;Kg;21000
1.1.12.01.07.0001;Natura;7295942;1.1.12.01.07.0001.00027;Bakso sapi;Bakso sapi, 1 Kg;Kg;100000
1.1.12.01.07.0001;Natura;7295941;1.1.12.01.07.0001.00026;Sosis sapi;Sosis sapi, 1 Kg;Kg;110000
1.1.12.01.07.0001;Natura;7296366;1.1.12.01.07.0001.00100;Buah kesemek;Buah kesemek;Kg;5600
1.1.12.01.07.0001;Natura;7295940;1.1.12.01.07.0001.00025;Permen;Permen;Pack;7000
1.1.12.01.07.0001;Natura;7295939;1.1.12.01.07.0001.00024;Tepung Terigu;Tepung Terigu;Kg;14000
1.1.12.01.07.0001;Natura;7554463;1.1.12.01.07.0001.00101;Paket Percontohan Pozting;Paket Percontohan Pozting;Paket;300000
1.1.12.01.07.0001;Natura;7295989;1.1.12.01.07.0001.00074;Keripik Bombai;Keripik Bombai;Gram;14560
1.1.12.01.07.0001;Natura;7295988;1.1.12.01.07.0001.00073;Keripik Cabe Rawit;Keripik Cabe Rawit;Gram;16800
1.1.12.01.07.0001;Natura;7295987;1.1.12.01.07.0001.00072;Keripik Cabe;Keripik Cabe;Gram;16800
1.1.12.01.07.0001;Natura;7296011;1.1.12.01.07.0001.00096;Air Mineral 600 ml;Air Mineral 600 ml;Dos;58000
1.1.12.01.07.0001;Natura;7295986;1.1.12.01.07.0001.00071;Keripik Brokoli;Keripik Brokoli;Gram;14600
1.1.12.01.07.0001;Natura;7295985;1.1.12.01.07.0001.00070;Susu Balita (400 gram);Susu Balita (400 gram);Kaleng;150000
1.1.12.01.07.0001;Natura;7295983;1.1.12.01.07.0001.00068;Keripik Talas;kemasan 500 gr;Per Bungkus;25000
1.1.12.01.07.0001;Natura;7295984;1.1.12.01.07.0001.00069;Keripik Ubi;kemasan 500 gr;Per Bungkus;20000
1.1.12.01.07.0001;Natura;7295936;1.1.12.01.07.0001.00021;Sayuran Kubis;Sayuran Kubis;Kg;12800
1.1.12.01.07.0001;Natura;7295935;1.1.12.01.07.0001.00020;Minyak Goreng;Minyak Goreng;Liter;15000
1.1.12.01.07.0001;Natura;7295934;1.1.12.01.07.0001.00019;Garam Dapur;Garam Dapur 500gr;Per Bungkus;5800
1.1.12.01.07.0001;Natura;7295933;1.1.12.01.07.0001.00018;Kecap;Kecap;Botol;45100
1.1.12.01.07.0001;Natura;7296365;1.1.12.01.07.0001.00099;Brokoli;Brokoli;Buah;10600
1.1.12.01.07.0001;Natura;7295944;1.1.12.01.07.0001.00029;Jeruk;Jeruk;Kg;10500
1.1.12.01.07.0001;Natura;7295961;1.1.12.01.07.0001.00046;Kopi bubuk instant 380 gr;Kopi bubuk instant 380 gr;Pack;31200
1.1.12.01.07.0001;Natura;7295982;1.1.12.01.07.0001.00067;Keripik Tempe;kemasan 500 gr;Per Bungkus;30000
1.1.12.01.07.0001;Natura;7295962;1.1.12.01.07.0001.00047;Batik Cap Bahan Katun Primisima;Batik Cap Bahan Katun Primisima;Buah;224800
1.1.12.01.07.0001;Natura;7295963;1.1.12.01.07.0001.00048;Batik Cap Tulis Bahan Katun Primisima;Batik Cap Tulis Bahan Katun Primisima;Buah;561800
1.1.12.01.07.0001;Natura;7295964;1.1.12.01.07.0001.00049;Batik Tulis Alusan / Pewarna Remasol Bahan Katun Primisima;Batik Tulis Alusan / Pewarna Remasol Bahan Katun Primisima;Buah;786600
1.1.12.01.07.0001;Natura;7295965;1.1.12.01.07.0001.00050;Batik Tulis Bahan Sutra;Batik Tulis Bahan Sutra;Buah;2247200
1.1.12.01.07.0001;Natura;7295998;1.1.12.01.07.0001.00083;Kue khas Kota batu Orange Cake cup;Kue khas Kota batu Orange Cake cup;Gelas;16800
1.1.12.01.07.0001;Natura;7295997;1.1.12.01.07.0001.00082;Belanja Minuman Kemasan Lemon Squash;Belanja Minuman Kemasan Lemon Squash;Botol;11200
1.1.12.01.07.0001;Natura;7295996;1.1.12.01.07.0001.00081;Makanan khas Kota Batu Rujak Shake;Makanan khas Kota Batu Rujak Shake;Per Bungkus;16800
1.1.12.01.07.0001;Natura;7295995;1.1.12.01.07.0001.00080;Jajanan Pasar;Jajanan Pasar;Biji;5600
1.1.12.01.07.0001;Natura;7295994;1.1.12.01.07.0001.00079;Kue khas Kota batu Orange Cake Coklat;Kue khas Kota batu Orange Cake Coklat;Per Bungkus;39200
1.1.12.01.07.0001;Natura;7295993;1.1.12.01.07.0001.00078;Kue khas Kota batu Orange Cake;Kue khas Kota batu Orange Cake;Per Bungkus;28000
1.1.12.01.07.0001;Natura;7295992;1.1.12.01.07.0001.00077;Keripik Pisang;Keripik Pisang;Gram;19600
1.1.12.01.07.0001;Natura;7295991;1.1.12.01.07.0001.00076;Keripik Nangka;Keripik Nangka;Gram;14000
1.1.12.01.07.0001;Natura;7295938;1.1.12.01.07.0001.00023;Gula Merah;Gula Merah;Kg;46100
1.1.12.01.07.0001;Natura;7560142;1.1.12.01.07.0001.00113;Kobis;Sayur Kobis;kg;7500
1.1.12.01.07.0001;Natura;7560144;1.1.12.01.07.0001.00114;Tomat;Sayur Tomat;kg;10000
1.1.12.01.07.0001;Natura;7560145;1.1.12.01.07.0001.00115;Buncis;Sayur Buncis;kg;15000
1.1.12.01.07.0001;Natura;7560146;1.1.12.01.07.0001.00116;Bawang Merah;Bawang Merah;kg;47700
1.1.12.01.07.0001;Natura;7560147;1.1.12.01.07.0001.00117;Jagung Manis;Jagung Manis;kg;18000
1.1.12.01.07.0001;Natura;7560148;1.1.12.01.07.0001.00118;Buah Alpukat;Buah Alpukat;kg;35000
1.1.12.01.07.0001;Natura;7560149;1.1.12.01.07.0001.00119;Bawang Prei;Sayur Bawang Prei;kg;15000
1.1.12.01.07.0001;Natura;7296005;1.1.12.01.07.0001.00090;Minuman Kemasan/Soft Drink;Aneka Minuman Kemasan Rumah Dinas KDH/WKDH;Botol;10200
1.1.12.01.07.0001;Natura;7296012;1.1.12.01.07.0001.00097;Minuman Vitamin C Kemasan Botol;Minuman Vitamin C Kemasan Botol;Dos;234000
1.1.12.01.07.0001;Natura;7296004;1.1.12.01.07.0001.00089;Teh Celup;Teh Celup;Kotak;14200
1.1.12.01.07.0001;Natura;7554825;1.1.12.01.07.0001.00109;Dodol /Jenang;Dodol /Jenang;Pack;15000
1.1.12.01.07.0001;Natura;7295956;1.1.12.01.07.0001.00041;Jajanan pasar;Jajanan pasar;Buah;3500
1.1.12.01.07.0001;Natura;7295973;1.1.12.01.07.0001.00058;Susu Bayi (400 gram);Susu Bayi (400 gram);Kaleng;240350
1.1.12.01.07.0001;Natura;7295972;1.1.12.01.07.0001.00057;Susu Bayi (400 gram);Susu Bayi (400 gram);Kaleng;200000
1.1.12.01.07.0001;Natura;7295971;1.1.12.01.07.0001.00056;Susu ibu menyusui (400 gram);Susu ibu menyusui (400 gram);Kotak;90000
1.1.12.01.07.0001;Natura;7554823;1.1.12.01.07.0001.00108;Bakpia;Bakpia;Pack;20000
1.1.12.01.07.0001;Natura;7554821;1.1.12.01.07.0001.00107;Freeze Dry Yoghurt;Freeze Dry Yoghurt;Pack;112500
1.1.12.01.07.0001;Natura;7554819;1.1.12.01.07.0001.00106;Minuman Jamu;Minuman Jamu;Dus;41000
1.1.12.01.07.0001;Natura;7554816;1.1.12.01.07.0001.00105;Minuman Sari Buah;Minuman Sari Buah;Pack;38000
1.1.12.01.07.0001;Natura;7554815;1.1.12.01.07.0001.00104;Minuman Fermentasi;Minuman Fermentasi;Botol;112500
1.1.12.01.07.0001;Natura;7295957;1.1.12.01.07.0001.00042;Beras premium II kebi kita premium;Beras premium II kebi kita premium;Kg;12700
1.1.12.01.07.0001;Natura;7296013;1.1.12.01.07.0001.00098;Air Mineral Kemasan Botol Kaca;Air Mineral Kemasan Botol Kaca 380 ml;Dos;110000
1.1.12.01.07.0001;Natura;7296003;1.1.12.01.07.0001.00088;Kopi Bubuk;Kopi Bubuk;Per Bungkus;14900
1.1.12.01.07.0001;Natura;7296002;1.1.12.01.07.0001.00087;Kopi 3 in 1;Kopi 3 in 1;Sachet;2250
1.1.12.01.07.0001;Natura;7554813;1.1.12.01.07.0001.00103;Keripik Buah dan Sayur;Keripik Buah dan Sayur;Pack;40000
1.1.12.01.07.0001;Natura;7554805;1.1.12.01.07.0001.00102;Freeze Dry Buah dan Sayur;Freeze Dry Buah dan Sayur;Pack;56000
1.1.12.01.07.0001;Natura;7295970;1.1.12.01.07.0001.00055;Beras 5 Kg;Beras 5 Kg;Bks;70000
1.1.12.01.07.0001;Natura;7560175;1.1.12.01.07.0001.00120;Paket Percontohan PMT Berbahan Baku Lokal;Ikan segar (sudah Di Filed) , Sayur Segar, Susu UHT, Keju Mozarela, Makaroni, Sosis, Minyak, Telur, Labu, dan Buah.;Paket;95000
1.1.12.01.07.0001;Natura;7295969;1.1.12.01.07.0001.00054;Keripik Bombai (200 gr);Keripik Bombai (200 gr);Bks;32000
1.1.12.01.07.0001;Natura;7295968;1.1.12.01.07.0001.00053;Keripik Brokoli (250gr);Keripik Brokoli (250gr);Bks;40000
1.1.12.01.07.0001;Natura;7295958;1.1.12.01.07.0001.00043;Kopi bubuk arabika 250 gr;Kopi bubuk arabika 250 gr;Per Bungkus;45000
1.1.12.01.07.0001;Natura;7295960;1.1.12.01.07.0001.00045;Kopi bubuk (terbuat dari kopi robusta) 100 gr;Kopi bubuk (terbuat dari kopi robusta) 100 gr;Per Bungkus;48400
1.1.12.01.07.0001;Natura;7296001;1.1.12.01.07.0001.00086;Air Mineral (Air Minum) gelas 120 ml per dos;Air Mineral (Air Minum) gelas 120 ml per dos;Dos;25000
1.1.12.01.07.0001;Natura;7296000;1.1.12.01.07.0001.00085;Air Mineral (Air Minum) gelas 250 ml per dos;Air Mineral (Air Minum) gelas 250 ml per dos;Dos;30000
1.1.12.01.07.0001;Natura;7559639;1.1.12.01.07.0001.00112;Belanja Logistik Rumah Dinas WKDH;Belanja Logistik Rumah Dinas WKDH;Bulan;44000000
1.1.12.01.07.0001;Natura;7559638;1.1.12.01.07.0001.00111;Belanja Logistik Rumah Dinas KDH;Belanja Logistik Rumah Dinas KDH;Bulan;66000000
1.1.12.01.07.0001;Natura;7295999;1.1.12.01.07.0001.00084;Air Mineral (Air Minum) isi ulang per Galon;Air Mineral (Air Minum) isi ulang per Galon;Galon;22000
1.1.12.01.07.0001;Natura;7295937;1.1.12.01.07.0001.00022;Mie Instant;Mie Instant;Per Bungkus;3000
1.1.12.01.07.0001;Natura;7295967;1.1.12.01.07.0001.00052;Keripik cabe (200gr);Keripik cabe (200gr);Bks;36000
1.1.12.01.07.0001;Natura;7295966;1.1.12.01.07.0001.00051;Aneka Makanan Kemasan / Kalengan;Aneka Makanan Kemasan / Kalengan;Buah;82700
1.1.12.01.07.0002;Pakan;7296024;1.1.12.01.07.0002.00007;Pakan Unggas (Burung);Pakan Unggas (Burung);Kg;13000
1.1.12.01.07.0002;Pakan;7296027;1.1.12.01.07.0002.00010;Pakan/Pelet Ikan Nila Ukuran Butir 1;Pakan/Pelet Ikan Nila Ukuran Butir 1;Kg;17000
1.1.12.01.07.0002;Pakan;7296028;1.1.12.01.07.0002.00011;Pakan/Pelet Ikan Nila Ukuran Butir 4;Pakan/Pelet Ikan Nila Ukuran Butir 4;Kg;15500
1.1.12.01.07.0002;Pakan;7296021;1.1.12.01.07.0002.00004;Beras Jagung;Beras Jagung;Kg;15000
1.1.12.01.07.0002;Pakan;7296029;1.1.12.01.07.0002.00012;Pakan Ikan Lele Butir 4;Pakan Ikan Lele Butir 4;Kg;15500
1.1.12.01.07.0002;Pakan;7296030;1.1.12.01.07.0002.00013;Pakan Benih Ikan Koi , Protein min 30%, Lemak min 4 %, Fiber min 2 %, Ukuran pakan terkecil (crumble);Pakan Benih Ikan Koi , Protein min 30%, Lemak min 4 %, Fiber min 2 %, Ukuran pakan terkecil (crumble);Kg;19000
1.1.12.01.07.0002;Pakan;7296023;1.1.12.01.07.0002.00006;Pakan Ternak (Ayam);Pakan Ternak (Ayam);Kg;13500
1.1.12.01.07.0002;Pakan;7296022;1.1.12.01.07.0002.00005;Pakan Konsentrat Unggas;Pakan Jadi PB-I;Zak;350000
